FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL,Has_fight
Kelvin Gastelum,69.0,185.0,71.0,Southpaw,1991-10-24,http://ufcstats.com/fighter-details/8c0580d4fff106c1,True
Willie Gates,68.0,125.0,72.0,Orthodox,1987-01-21,http://ufcstats.com/fighter-details/6ded9184b2284645,True
Melissa Gatto,65.0,125.0,69.0,Orthodox,1996-02-05,http://ufcstats.com/fighter-details/a4a80dd7336ffd59,True
Louis Gaudinot,63.0,125.0,63.0,Orthodox,1984-08-28,http://ufcstats.com/fighter-details/b72a60a0cadff408,True
Paul Georgieff,74.0,170.0,,Orthodox,1982-09-22,http://ufcstats.com/fighter-details/2f1700b3a4a09bc7,True
Brian Geraghty,67.0,155.0,,Orthodox,1980-11-04,http://ufcstats.com/fighter-details/15edcf67ccf5be84,True
Karine Gevorgyan,64.0,125.0,63.0,,1989-03-09,http://ufcstats.com/fighter-details/2db0c114414d4f06,True
Darrel Gholar,68.0,194.0,,Orthodox,,http://ufcstats.com/fighter-details/a24e080000fa7a35,True
Tiki Ghosn,70.0,170.0,,Orthodox,1977-02-09,http://ufcstats.com/fighter-details/cb6783c39c01d896,True
Christos Giagos,70.0,155.0,71.0,Orthodox,1990-01-23,http://ufcstats.com/fighter-details/de45aaae23dfa392,True
Joe Giannetti,72.0,155.0,74.0,Southpaw,1995-07-05,http://ufcstats.com/fighter-details/946db8a378903cc3,True
James Giboo,71.0,170.0,,Orthodox,1978-01-06,http://ufcstats.com/fighter-details/f74e037b97917027,True
Lance Gibson,69.0,185.0,,Orthodox,1970-11-20,http://ufcstats.com/fighter-details/63eedfcc73071d41,True
Cody Gibson,70.0,135.0,71.0,Orthodox,1987-09-11,http://ufcstats.com/fighter-details/700a674c042b7a96,True
Thomas Gifford,73.0,155.0,75.0,Orthodox,1992-07-26,http://ufcstats.com/fighter-details/e7f51d9f9e9259e7,True
Joseph Gigliotti,71.0,185.0,,Orthodox,1993-08-13,http://ufcstats.com/fighter-details/83825fad27ab3581,True
Joey Gilbert,71.0,155.0,,Orthodox,1976-06-05,http://ufcstats.com/fighter-details/6bb1d2b714d4b3bc,True
Trevin Giles,72.0,185.0,74.0,Orthodox,1992-08-06,http://ufcstats.com/fighter-details/b27a1fcb56a3035a,True
Gregor Gillespie,67.0,155.0,71.0,Orthodox,1986-11-13,http://ufcstats.com/fighter-details/84ff027394f7e470,True
Jason Gilliam,72.0,170.0,,Orthodox,,http://ufcstats.com/fighter-details/91720876db0ee468,True
Micheal Gillmore,71.0,170.0,72.0,Orthodox,1987-03-28,http://ufcstats.com/fighter-details/ce175eaafe867d1f,True
Bob Gilstrap,75.0,200.0,,Orthodox,,http://ufcstats.com/fighter-details/c96518b7f6881004,True
Ricky Glenn,72.0,155.0,70.0,Southpaw,1989-04-12,http://ufcstats.com/fighter-details/814ff3018127e8fc,True
Mark Godbeer,76.0,240.0,77.0,Orthodox,1983-11-22,http://ufcstats.com/fighter-details/ad56b3f00ca38dfd,True
Loopy Godinez,62.0,115.0,61.0,Orthodox,1993-09-06,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7,True
Jason Godsey,74.0,230.0,,Orthodox,,http://ufcstats.com/fighter-details/5ca158b1cc9cb242,True
Allan Goes,72.0,205.0,,Orthodox,1971-04-20,http://ufcstats.com/fighter-details/e62b36885ecdac27,True
Hannah Goldy,64.0,115.0,61.0,Orthodox,1992-05-18,http://ufcstats.com/fighter-details/26e3f3928b1891d9,True
Marcelo Golm,75.0,249.0,75.0,Orthodox,1992-09-15,http://ufcstats.com/fighter-details/ac29d508d78384c9,True
Ulysses Gomez,66.0,125.0,,Orthodox,1983-05-25,http://ufcstats.com/fighter-details/1e35aa8955794580,True
Joey Gomez,70.0,135.0,73.0,Orthodox,1986-07-21,http://ufcstats.com/fighter-details/0778f94eb5d588a5,True
Silvana Gomez Juarez,63.0,115.0,65.0,Orthodox,1984-12-06,http://ufcstats.com/fighter-details/b4880ef2f838d4e1,True
Takanori Gomi,67.0,155.0,70.0,Southpaw,1978-09-22,http://ufcstats.com/fighter-details/3be081c29bf734d9,True
Akihiro Gono,67.0,170.0,68.0,Switch,1974-10-07,http://ufcstats.com/fighter-details/b2acebbef8da14ea,True
Gabriel Gonzaga,74.0,242.0,76.0,Orthodox,1979-05-18,http://ufcstats.com/fighter-details/270b89c00ef0c55c,True
Lewis Gonzalez,70.0,170.0,,Orthodox,1987-09-19,http://ufcstats.com/fighter-details/2ff2e6e5abea3e53,True
Jason Gonzalez,74.0,155.0,74.0,Southpaw,1990-02-28,http://ufcstats.com/fighter-details/e45cfa47f504033a,True
Pearl Gonzalez,64.0,115.0,,Orthodox,1986-08-12,http://ufcstats.com/fighter-details/1ebdcb7488d0ebee,True
Erick Gonzalez,71.0,155.0,75.0,Orthodox,1992-01-20,http://ufcstats.com/fighter-details/a2ccf35a88346a91,True
Lyman Good,72.0,170.0,74.0,Orthodox,1985-05-26,http://ufcstats.com/fighter-details/4e0692ad070976e4,True
Jared Gooden,72.0,170.0,77.0,Orthodox,1993-12-05,http://ufcstats.com/fighter-details/c730a0be691dc081,True
Gary Goodridge,75.0,249.0,,Orthodox,1966-01-17,http://ufcstats.com/fighter-details/fbbde91f7bc2d3c5,True
Eddie Gordon,72.0,185.0,76.0,Orthodox,1983-07-22,http://ufcstats.com/fighter-details/8cad40a75e5c97f5,True
Jared Gordon,69.0,145.0,68.0,Orthodox,1988-09-06,http://ufcstats.com/fighter-details/7026eca45f65377b,True
Malcolm Gordon,67.0,125.0,71.0,Switch,1990-05-19,http://ufcstats.com/fighter-details/dee294e9717012c2,True
Tresean Gore,72.0,185.0,75.0,Switch,1994-06-21,http://ufcstats.com/fighter-details/147e70aa6cc48cfc,True
Alex Gorgees,74.0,155.0,74.0,Switch,1995-08-11,http://ufcstats.com/fighter-details/803bebcfb6d6f506,True
Tim Gorman,65.0,135.0,,Southpaw,1983-04-29,http://ufcstats.com/fighter-details/c10eb2f12c489f6d,True
Chase Gormley,75.0,265.0,,Orthodox,,http://ufcstats.com/fighter-details/052ceb8976695342,True
Jonathan Goulet,72.0,170.0,73.0,Orthodox,1979-07-13,http://ufcstats.com/fighter-details/fb1538b46877a695,True
Thibault Gouti,70.0,155.0,72.0,Orthodox,1987-02-27,http://ufcstats.com/fighter-details/51e86de150ee8be6,True
Wilson Gouveia,73.0,185.0,76.0,Orthodox,1978-10-03,http://ufcstats.com/fighter-details/af5b208e97f5d382,True
Damian Grabowski,73.0,241.0,75.0,Orthodox,1980-05-12,http://ufcstats.com/fighter-details/3f11b5d4bd76a6d9,True
Royce Gracie,73.0,175.0,,Southpaw,1966-12-12,http://ufcstats.com/fighter-details/429e7d3725852ce9,True
Renzo Gracie,70.0,185.0,,Orthodox,1967-03-11,http://ufcstats.com/fighter-details/aae0897825336b1a,True
Rolles Gracie,76.0,242.0,,Orthodox,1978-07-14,http://ufcstats.com/fighter-details/e4a9dbade7c7e1a7,True
Roger Gracie,76.0,185.0,79.0,Orthodox,1981-09-26,http://ufcstats.com/fighter-details/a6bbd3df469c6bea,True
Kron Gracie,69.0,145.0,70.0,Southpaw,1988-07-11,http://ufcstats.com/fighter-details/242d36d241b43c12,True
Steven Graham,73.0,290.0,,Orthodox,,http://ufcstats.com/fighter-details/3e514f437c51ce0a,True
Miranda Granger,67.0,125.0,68.0,Orthodox,1992-04-13,http://ufcstats.com/fighter-details/7559395ad833c074,True
TJ Grant,70.0,155.0,72.0,Orthodox,1984-02-26,http://ufcstats.com/fighter-details/a26198ba5093147e,True
Davey Grant,68.0,135.0,69.0,Orthodox,1985-12-18,http://ufcstats.com/fighter-details/113df4fde64735c6,True
Dwight Grant,73.0,170.0,76.0,Switch,1984-09-14,http://ufcstats.com/fighter-details/8be158ca1e5ea6a0,True
Alexa Grasso,65.0,125.0,66.0,Orthodox,1993-08-09,http://ufcstats.com/fighter-details/e8b731feff72294b,True
Tony Gravely,65.0,135.0,69.0,Orthodox,1991-09-28,http://ufcstats.com/fighter-details/601964f9654f911a,True
Michael Graves,70.0,170.0,71.0,Orthodox,1991-01-08,http://ufcstats.com/fighter-details/3f1d23b01c552a13,True
Bobby Green,70.0,155.0,71.0,Orthodox,1986-09-09,http://ufcstats.com/fighter-details/887961364be5ceb3,True
Desmond Green,70.0,155.0,73.0,Southpaw,1989-10-11,http://ufcstats.com/fighter-details/f046d724d2a84ac5,True
Gabe Green,70.0,170.0,73.0,Switch,1993-05-02,http://ufcstats.com/fighter-details/5eb50529a8418b77,True
Maurice Greene,79.0,258.0,80.0,Orthodox,1986-07-05,http://ufcstats.com/fighter-details/068f8a189a47fea6,True
Matt Grice,68.0,145.0,70.0,Orthodox,1981-07-29,http://ufcstats.com/fighter-details/bfc2fc38a0e20211,True
Forrest Griffin,75.0,205.0,77.0,Orthodox,1979-03-16,http://ufcstats.com/fighter-details/fcffee71cff5530e,True
Tyson Griffin,66.0,145.0,68.0,Orthodox,1984-04-20,http://ufcstats.com/fighter-details/20205040232ed0f3,True
Max Griffin,71.0,170.0,76.0,Orthodox,1985-11-29,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d,True
Jordan Griffin,70.0,145.0,73.0,Southpaw,1990-02-28,http://ufcstats.com/fighter-details/ebef46976554f975,True
Chad Griggs,73.0,205.0,73.0,Orthodox,1978-05-15,http://ufcstats.com/fighter-details/fdf18227faa596dd,True
Maxim Grishin,75.0,205.0,78.0,Orthodox,1984-05-02,http://ufcstats.com/fighter-details/950d0ef5c17157c5,True
Josh Grispi,71.0,145.0,74.0,Orthodox,1988-10-14,http://ufcstats.com/fighter-details/60ba33c3f555a7a3,True
Kendall Grove,78.0,185.0,79.0,Orthodox,1982-11-12,http://ufcstats.com/fighter-details/234f3767ff0e5701,True
Neil Grove,78.0,265.0,,Orthodox,1971-01-18,http://ufcstats.com/fighter-details/36a432f22144843e,True
Chris Gruetzemacher,68.0,155.0,68.0,Orthodox,1986-06-16,http://ufcstats.com/fighter-details/feaf00f3373435d6,True
Vik Grujic,71.0,170.0,73.0,Orthodox,1977-02-06,http://ufcstats.com/fighter-details/1e7483dbff40b84b,True
Mike Grundy,67.0,145.0,72.0,Orthodox,1987-01-03,http://ufcstats.com/fighter-details/56fcb2c4d99f9d1b,True
Wang Guan,69.0,145.0,71.0,Orthodox,1986-03-14,http://ufcstats.com/fighter-details/dd12382f28296f7b,True
Nandor Guelmino,75.0,230.0,,,1975-12-20,http://ufcstats.com/fighter-details/1abfb658cd4f8533,True
Shannon Gugerty,70.0,155.0,71.0,Orthodox,1981-12-30,http://ufcstats.com/fighter-details/9f1641c08cf8fbe2,True
Clay Guida,67.0,155.0,70.0,Orthodox,1981-12-08,http://ufcstats.com/fighter-details/c47df9303d318c67,True
Melvin Guillard,69.0,155.0,71.0,Orthodox,1983-03-30,http://ufcstats.com/fighter-details/ccd1299e0345e0ce,True
Marcelo Guimaraes,72.0,185.0,73.0,Orthodox,1983-06-25,http://ufcstats.com/fighter-details/0c9c0a43d3f3f49d,True
Leonardo Guimaraes,72.0,185.0,,Orthodox,1982-04-15,http://ufcstats.com/fighter-details/cc98d857b148e33a,True
Brad Gumm,71.0,170.0,,Orthodox,,http://ufcstats.com/fighter-details/4d74641fac830182,True
John Gunderson,69.0,155.0,69.0,Orthodox,1979-01-05,http://ufcstats.com/fighter-details/a0c139b34f11421a,True
John Gunther,69.0,155.0,72.0,Orthodox,1985-11-24,http://ufcstats.com/fighter-details/3956bdc8ab2e54b3,True
Jorge Gurgel,67.0,155.0,69.0,Orthodox,1977-01-25,http://ufcstats.com/fighter-details/04d5718ed2661e8c,True
Fabio Gurgel,72.0,205.0,,Orthodox,,http://ufcstats.com/fighter-details/8377c5572cb356f3,True
Andre Gusmao,72.0,205.0,,Orthodox,1977-05-19,http://ufcstats.com/fighter-details/cc300e9aa3063431,True
Alexander Gustafsson,77.0,205.0,79.0,Orthodox,1987-01-15,http://ufcstats.com/fighter-details/3c6976f8182d9527,True
Horacio Gutierrez,70.0,145.0,,,1990-09-15,http://ufcstats.com/fighter-details/cd85b48dc880fabd,True
Chris Gutierrez,69.0,145.0,67.0,Orthodox,1991-04-22,http://ufcstats.com/fighter-details/45f0cc9d18f35137,True
Mike Guymon,72.0,170.0,74.0,Orthodox,1974-09-17,http://ufcstats.com/fighter-details/eaea0fc7b76525a8,True
Keith Hackney,71.0,200.0,,Sideways,,http://ufcstats.com/fighter-details/bf12aca029bfcc47,True
Jake Hadley,67.0,125.0,70.0,Southpaw,1996-08-03,http://ufcstats.com/fighter-details/60a42bf82447c919,True
Damir Hadzovic,69.0,155.0,70.0,Orthodox,1986-08-08,http://ufcstats.com/fighter-details/38c626ca912c7bac,True
Tim Hague,76.0,260.0,76.0,Orthodox,1983-05-09,http://ufcstats.com/fighter-details/219a254e15d60135,True
Mark Hall,72.0,190.0,,Orthodox,,http://ufcstats.com/fighter-details/18524b46c570730b,True
Uriah Hall,72.0,185.0,79.0,Orthodox,1984-07-31,http://ufcstats.com/fighter-details/65578a75fa7900e3,True
Ryan Hall,70.0,145.0,70.0,Southpaw,1985-02-22,http://ufcstats.com/fighter-details/8866c6f509c19089,True
Dennis Hallman,69.0,155.0,72.0,Orthodox,1975-12-02,http://ufcstats.com/fighter-details/8a8a84b743ae7699,True
Piotr Hallmann,69.0,155.0,71.0,Orthodox,1987-08-25,http://ufcstats.com/fighter-details/a3be148af5c7b088,True
Tony Halme,75.0,300.0,,Orthodox,1963-01-06,http://ufcstats.com/fighter-details/bad28b7b34f334de,True
John Halverson,69.0,155.0,,Southpaw,1972-09-08,http://ufcstats.com/fighter-details/88c8f47241d90040,True
Seo Hee Ham,62.0,115.0,62.0,Southpaw,1987-03-08,http://ufcstats.com/fighter-details/165c244bcca3ed26,True
Frank Hamaker,,,,,,http://ufcstats.com/fighter-details/c3c23c99477c041b,True
Matt Hamill,73.0,205.0,76.0,Orthodox,1976-10-05,http://ufcstats.com/fighter-details/98b80a717b9bda17,True
Anthony Hamilton,77.0,260.0,76.0,Orthodox,1980-04-14,http://ufcstats.com/fighter-details/c727c7d31c50c4cf,True
Jared Hamman,75.0,185.0,75.0,Orthodox,1982-03-07,http://ufcstats.com/fighter-details/23459ee7e373b98f,True
James Hammortree,75.0,185.0,,Orthodox,1983-11-29,http://ufcstats.com/fighter-details/1f77fce698e80488,True
Kay Hansen,62.0,115.0,63.0,Orthodox,1999-08-14,http://ufcstats.com/fighter-details/4100c7a09497ad41,True
Nasrat Haqparast,70.0,155.0,72.0,Southpaw,1995-08-22,http://ufcstats.com/fighter-details/b7b84ccd221be298,True
Antoni Hardonk,76.0,245.0,78.0,Orthodox,1976-02-05,http://ufcstats.com/fighter-details/69b69c0178c4004d,True
Dan Hardy,72.0,170.0,74.0,Orthodox,1982-05-17,http://ufcstats.com/fighter-details/473ce3aa581251a2,True
Greg Hardy,77.0,265.0,80.0,Orthodox,1988-07-28,http://ufcstats.com/fighter-details/85073dbd1be65ed9,True
Gerry Harris,80.0,270.0,,Orthodox,,http://ufcstats.com/fighter-details/30cd319d39ee689b,True
Gerald Harris,71.0,185.0,77.0,Southpaw,1979-11-19,http://ufcstats.com/fighter-details/c4b81cdecd5d6abe,True
Phil Harris,64.0,125.0,65.0,Orthodox,1983-09-04,http://ufcstats.com/fighter-details/ba043b03eb799063,True
Walt Harris,77.0,250.0,77.0,Southpaw,1983-06-10,http://ufcstats.com/fighter-details/03f982ca3735070c,True
Carlston Harris,72.0,170.0,76.0,Orthodox,1987-07-09,http://ufcstats.com/fighter-details/a53d30163304aa6e,True
Collin Hart,73.0,185.0,,Orthodox,1989-10-12,http://ufcstats.com/fighter-details/16bf6a73bdd302cd,True
Dale Hartt,70.0,155.0,69.0,Orthodox,1979-04-04,http://ufcstats.com/fighter-details/058e4e08a1ad8aba,True
Clay Harvison,73.0,170.0,74.0,Orthodox,1980-09-25,http://ufcstats.com/fighter-details/83a477a7dba1ca58,True
Chris Haseman,71.0,205.0,,Orthodox,1969-06-02,http://ufcstats.com/fighter-details/5bd533d50c8e7b8a,True
Hayder Hassan,70.0,170.0,,,1982-10-20,http://ufcstats.com/fighter-details/cf615eb4b7862c76,True
John Hathaway,73.0,170.0,75.0,Orthodox,1987-07-23,http://ufcstats.com/fighter-details/28f3c2258a1d8874,True
Phil Hawes,72.0,185.0,77.0,Orthodox,1989-01-08,http://ufcstats.com/fighter-details/547afe1017e72dbe,True
Tommy Hayden,69.0,145.0,,Southpaw,1986-03-11,http://ufcstats.com/fighter-details/0871254cd790c250,True
Josh Haynes,69.0,170.0,,Orthodox,1977-07-30,http://ufcstats.com/fighter-details/6ef58dabef8beb15,True
Dustin Hazelett,73.0,170.0,76.0,Orthodox,1986-04-29,http://ufcstats.com/fighter-details/a149d6bc670cdb60,True
James Head,73.0,170.0,73.0,Orthodox,1984-02-09,http://ufcstats.com/fighter-details/19a8cce18a1cef9e,True
Pat Healy,72.0,155.0,72.0,Orthodox,1983-07-20,http://ufcstats.com/fighter-details/50d2f0018bcf9eef,True
David Heath,71.0,205.0,72.0,Orthodox,1976-02-10,http://ufcstats.com/fighter-details/4f95f74620a6b7a4,True
Chris Heatherly,69.0,155.0,,Orthodox,1987-11-24,http://ufcstats.com/fighter-details/bad8be5827ea1bf1,True
Jake Hecht,72.0,170.0,73.0,Orthodox,1984-02-09,http://ufcstats.com/fighter-details/e57fdbea1b828202,True
Nick Hein,66.0,155.0,66.0,Southpaw,1984-04-24,http://ufcstats.com/fighter-details/2816ced060a21be3,True
Ian Heinisch,71.0,185.0,72.0,Orthodox,1988-08-05,http://ufcstats.com/fighter-details/2e585c701f72fe55,True
Marcin Held,69.0,155.0,71.0,Orthodox,1992-01-18,http://ufcstats.com/fighter-details/bf43fed8f29e1671,True
Delson Heleno,71.0,185.0,,Orthodox,1977-11-16,http://ufcstats.com/fighter-details/970beed85bc46b63,True
Dan Henderson,71.0,185.0,74.0,Orthodox,1970-08-24,http://ufcstats.com/fighter-details/1ccf4e7caff270df,True
Benson Henderson,69.0,170.0,70.0,Southpaw,1983-11-16,http://ufcstats.com/fighter-details/2676b28836a5a836,True
Josh Hendricks,74.0,235.0,,Southpaw,1976-08-28,http://ufcstats.com/fighter-details/7649c4c95b824488,True
Johny Hendricks,69.0,185.0,69.0,Southpaw,1983-09-12,http://ufcstats.com/fighter-details/0941df56f6ac954b,True
Cory Hendricks,75.0,205.0,,,1988-05-10,http://ufcstats.com/fighter-details/9ab9912e0f8fa6d6,True
Luis Henrique,74.0,243.0,74.0,Orthodox,1993-08-21,http://ufcstats.com/fighter-details/e5bda12faabfc850,True
Danny Henry,72.0,145.0,73.0,Orthodox,1988-07-17,http://ufcstats.com/fighter-details/f7d73e452b064bf2,True
Victor Henry,67.0,135.0,68.0,Switch,1987-05-04,http://ufcstats.com/fighter-details/eb8d8c2a95cfccb8,True
Jai Herbert,73.0,155.0,77.0,Orthodox,1988-05-13,http://ufcstats.com/fighter-details/4c88a1db5a46c6a4,True
Ed Herman,73.0,205.0,77.0,Orthodox,1980-10-02,http://ufcstats.com/fighter-details/06f36cf4bd97ec77,True
Dave Herman,76.0,242.0,77.0,Orthodox,1984-10-03,http://ufcstats.com/fighter-details/cbd6f1abf955e628,True
Jack Hermansson,73.0,185.0,77.0,Orthodox,1988-06-10,http://ufcstats.com/fighter-details/0a1942069c9ad6b6,True
Noe Hernandez,,,,Orthodox,,http://ufcstats.com/fighter-details/df2cf66d8c0123db,True
Ramiro Hernandez,69.0,135.0,,Orthodox,1986-07-22,http://ufcstats.com/fighter-details/915c8d39d4a0e7d1,True
Alexander Hernandez,69.0,155.0,72.0,Orthodox,1992-10-01,http://ufcstats.com/fighter-details/262a7d06203657e6,True
Anthony Hernandez,72.0,185.0,75.0,Orthodox,1993-10-18,http://ufcstats.com/fighter-details/093e1f5bb73850be,True
Nohelin Hernandez,70.0,135.0,71.0,Orthodox,1994-03-01,http://ufcstats.com/fighter-details/f97c5433c77522d3,True
Carlos Hernandez,68.0,125.0,67.0,Orthodox,1993-10-25,http://ufcstats.com/fighter-details/798e48f9e7f6ba22,True
Paul Herrera,70.0,185.0,,Orthodox,,http://ufcstats.com/fighter-details/440c9dbab63528fb,True
Geane Herrera,65.0,125.0,66.0,Orthodox,1990-05-27,http://ufcstats.com/fighter-details/c169545ab0825f44,True
Alvaro Herrera Mendoza,72.0,155.0,74.0,Orthodox,1990-05-14,http://ufcstats.com/fighter-details/74d35fbc9c6a61bd,True
Felice Herrig,64.0,115.0,65.0,Orthodox,1984-09-18,http://ufcstats.com/fighter-details/b6850671a008bf9a,True
Heath Herring,76.0,250.0,78.0,Orthodox,1978-03-02,http://ufcstats.com/fighter-details/7450525c7ba032a0,True
Jon Hess,79.0,295.0,,,,http://ufcstats.com/fighter-details/32a3025d5db456ae,True
Clint Hester,74.0,205.0,77.0,Orthodox,1986-11-21,http://ufcstats.com/fighter-details/92b62174c175ce19,True
Jimy Hettes,69.0,145.0,71.0,Southpaw,1987-06-09,http://ufcstats.com/fighter-details/893d51aaf024eddd,True
Jay Hieron,72.0,170.0,75.0,Orthodox,1976-07-29,http://ufcstats.com/fighter-details/5bb0a618ad03ac64,True
Brady Hiestand,68.0,135.0,71.0,Orthodox,1999-04-30,http://ufcstats.com/fighter-details/7af33fc4435017f1,True
Jason High,68.0,155.0,73.0,Southpaw,1981-10-12,http://ufcstats.com/fighter-details/e5d03e4d966126bd,True
Richie Hightower,68.0,170.0,,Orthodox,1974-11-26,http://ufcstats.com/fighter-details/318e629d1eb7aa49,True
Corey Hill,76.0,155.0,80.0,Orthodox,1978-10-03,http://ufcstats.com/fighter-details/abbc737317f66b81,True
Angela Hill,63.0,115.0,64.0,Orthodox,1985-01-12,http://ufcstats.com/fighter-details/f0feeb2192937424,True
Jamahal Hill,76.0,205.0,79.0,Southpaw,1991-05-19,http://ufcstats.com/fighter-details/5444c5a201d3ee5a,True
Branden Lee Hinkle,75.0,235.0,,Orthodox,1973-07-29,http://ufcstats.com/fighter-details/06f0ffa6446c5b6d,True
Hatsu Hioki,71.0,145.0,73.0,Orthodox,1983-07-18,http://ufcstats.com/fighter-details/ef7fa30364cbe7f2,True
Kuniyoshi Hironaka,70.0,168.0,70.0,Orthodox,1976-06-17,http://ufcstats.com/fighter-details/9d4522df6fc49a47,True
Mizuto Hirota,67.0,155.0,67.0,Orthodox,1981-05-05,http://ufcstats.com/fighter-details/35faad160d346839,True
Kwan Ho Kwak,65.0,135.0,,Switch,1989-06-18,http://ufcstats.com/fighter-details/c13042265355a290,True
Matt Hobar,70.0,135.0,70.0,Southpaw,1987-01-07,http://ufcstats.com/fighter-details/b57edace7b647f07,True
Bobby Hoffman,74.0,245.0,,Orthodox,1968-10-28,http://ufcstats.com/fighter-details/afaad7d6a581e307,True
Sam Hoger,74.0,205.0,,Orthodox,1980-06-28,http://ufcstats.com/fighter-details/84a067c46306a737,True
Andrew Holbrook,71.0,155.0,70.0,Southpaw,1986-02-06,http://ufcstats.com/fighter-details/66ab58d0b3783607,True
Chris Holdsworth,71.0,135.0,,,1987-10-24,http://ufcstats.com/fighter-details/fc60ecf0671b9489,True
Kevin Holland,75.0,185.0,81.0,Orthodox,1992-11-05,http://ufcstats.com/fighter-details/3a46b268013afede,True
Roger Hollett,71.0,205.0,,Orthodox,1978-10-08,http://ufcstats.com/fighter-details/27d65e9d0fba61ea,True
Max Holloway,71.0,145.0,69.0,Orthodox,1991-12-04,http://ufcstats.com/fighter-details/150ff4cc642270b9,True
Holly Holm,68.0,135.0,69.0,Southpaw,1981-10-17,http://ufcstats.com/fighter-details/634e2fb70bde3fd5,True
Rex Holman,75.0,205.0,,Southpaw,,http://ufcstats.com/fighter-details/b5ea750025697880,True
Joseph Holmes,76.0,185.0,80.0,Orthodox,1995-07-04,http://ufcstats.com/fighter-details/8d20d76af3f213ce,True
Kurt Holobaugh,71.0,155.0,70.0,Orthodox,1986-09-08,http://ufcstats.com/fighter-details/a7151778b3381036,True
Paddy Holohan,70.0,125.0,69.0,Orthodox,1988-05-03,http://ufcstats.com/fighter-details/6e7c758f5cdec01a,True
Mark Holst,72.0,155.0,,Orthodox,1985-08-14,http://ufcstats.com/fighter-details/c11f50e9c1513ce9,True
Scott Holtzman,69.0,155.0,69.0,Orthodox,1983-09-30,http://ufcstats.com/fighter-details/df1eb4354d18a906,True
Sabah Homasi,72.0,170.0,72.0,Orthodox,1988-10-19,http://ufcstats.com/fighter-details/71f048adbfed5b49,True
Mark Hominick,68.0,145.0,68.0,Orthodox,1982-07-22,http://ufcstats.com/fighter-details/0a97691039c4bbfb,True
Barb Honchak,64.0,125.0,65.0,Orthodox,1979-08-30,http://ufcstats.com/fighter-details/472f6f6e6d962f40,True
