FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL,Has_fight,AGE
Victor Henry,67.0,135.0,68.0,Switch,1987-05-04,http://ufcstats.com/fighter-details/eb8d8c2a95cfccb8,True,35.0
Jai Herbert,73.0,155.0,77.0,Orthodox,1988-05-13,http://ufcstats.com/fighter-details/4c88a1db5a46c6a4,True,34.0
Ed Herman,73.0,205.0,77.0,Orthodox,1980-10-02,http://ufcstats.com/fighter-details/06f36cf4bd97ec77,True,42.0
Dave Herman,76.0,242.0,77.0,Orthodox,1984-10-03,http://ufcstats.com/fighter-details/cbd6f1abf955e628,True,38.0
Jack Hermansson,73.0,185.0,77.0,Orthodox,1988-06-10,http://ufcstats.com/fighter-details/0a1942069c9ad6b6,True,34.0
Noe Hernandez,,,,Orthodox,,http://ufcstats.com/fighter-details/df2cf66d8c0123db,True,
Ramiro Hernandez,69.0,135.0,,Orthodox,1986-07-22,http://ufcstats.com/fighter-details/915c8d39d4a0e7d1,True,36.0
Alexander Hernandez,69.0,155.0,72.0,Orthodox,1992-10-01,http://ufcstats.com/fighter-details/262a7d06203657e6,True,30.0
Anthony Hernandez,72.0,185.0,75.0,Orthodox,1993-10-18,http://ufcstats.com/fighter-details/093e1f5bb73850be,True,29.0
Nohelin Hernandez,70.0,135.0,71.0,Orthodox,1994-03-01,http://ufcstats.com/fighter-details/f97c5433c77522d3,True,28.0
Carlos Hernandez,68.0,125.0,67.0,Orthodox,1993-10-25,http://ufcstats.com/fighter-details/798e48f9e7f6ba22,True,29.0
Paul Herrera,70.0,185.0,,Orthodox,,http://ufcstats.com/fighter-details/440c9dbab63528fb,True,
Geane Herrera,65.0,125.0,66.0,Orthodox,1990-05-27,http://ufcstats.com/fighter-details/c169545ab0825f44,True,32.0
Alvaro Herrera Mendoza,72.0,155.0,74.0,Orthodox,1990-05-14,http://ufcstats.com/fighter-details/74d35fbc9c6a61bd,True,32.0
Felice Herrig,64.0,115.0,65.0,Orthodox,1984-09-18,http://ufcstats.com/fighter-details/b6850671a008bf9a,True,38.0
Heath Herring,76.0,250.0,78.0,Orthodox,1978-03-02,http://ufcstats.com/fighter-details/7450525c7ba032a0,True,44.0
Jon Hess,79.0,295.0,,,,http://ufcstats.com/fighter-details/32a3025d5db456ae,True,
Clint Hester,74.0,205.0,77.0,Orthodox,1986-11-21,http://ufcstats.com/fighter-details/92b62174c175ce19,True,36.0
Jimy Hettes,69.0,145.0,71.0,Southpaw,1987-06-09,http://ufcstats.com/fighter-details/893d51aaf024eddd,True,35.0
Jay Hieron,72.0,170.0,75.0,Orthodox,1976-07-29,http://ufcstats.com/fighter-details/5bb0a618ad03ac64,True,46.0
Brady Hiestand,68.0,135.0,71.0,Orthodox,1999-04-30,http://ufcstats.com/fighter-details/7af33fc4435017f1,True,23.0
Jason High,68.0,155.0,73.0,Southpaw,1981-10-12,http://ufcstats.com/fighter-details/e5d03e4d966126bd,True,41.0
Richie Hightower,68.0,170.0,,Orthodox,1974-11-26,http://ufcstats.com/fighter-details/318e629d1eb7aa49,True,48.0
Corey Hill,76.0,155.0,80.0,Orthodox,1978-10-03,http://ufcstats.com/fighter-details/abbc737317f66b81,True,44.0
Angela Hill,63.0,115.0,64.0,Orthodox,1985-01-12,http://ufcstats.com/fighter-details/f0feeb2192937424,True,38.0
Jamahal Hill,76.0,205.0,79.0,Southpaw,1991-05-19,http://ufcstats.com/fighter-details/5444c5a201d3ee5a,True,31.0
Branden Lee Hinkle,75.0,235.0,,Orthodox,1973-07-29,http://ufcstats.com/fighter-details/06f0ffa6446c5b6d,True,49.0
Hatsu Hioki,71.0,145.0,73.0,Orthodox,1983-07-18,http://ufcstats.com/fighter-details/ef7fa30364cbe7f2,True,39.0
Kuniyoshi Hironaka,70.0,168.0,70.0,Orthodox,1976-06-17,http://ufcstats.com/fighter-details/9d4522df6fc49a47,True,46.0
Mizuto Hirota,67.0,155.0,67.0,Orthodox,1981-05-05,http://ufcstats.com/fighter-details/35faad160d346839,True,41.0
Kwan Ho Kwak,65.0,135.0,,Switch,1989-06-18,http://ufcstats.com/fighter-details/c13042265355a290,True,33.0
Matt Hobar,70.0,135.0,70.0,Southpaw,1987-01-07,http://ufcstats.com/fighter-details/b57edace7b647f07,True,36.0
Bobby Hoffman,74.0,245.0,,Orthodox,1968-10-28,http://ufcstats.com/fighter-details/afaad7d6a581e307,True,54.0
Sam Hoger,74.0,205.0,,Orthodox,1980-06-28,http://ufcstats.com/fighter-details/84a067c46306a737,True,42.0
Andrew Holbrook,71.0,155.0,70.0,Southpaw,1986-02-06,http://ufcstats.com/fighter-details/66ab58d0b3783607,True,36.0
Chris Holdsworth,71.0,135.0,,,1987-10-24,http://ufcstats.com/fighter-details/fc60ecf0671b9489,True,35.0
Kevin Holland,75.0,185.0,81.0,Orthodox,1992-11-05,http://ufcstats.com/fighter-details/3a46b268013afede,True,30.0
Roger Hollett,71.0,205.0,,Orthodox,1978-10-08,http://ufcstats.com/fighter-details/27d65e9d0fba61ea,True,44.0
Max Holloway,71.0,145.0,69.0,Orthodox,1991-12-04,http://ufcstats.com/fighter-details/150ff4cc642270b9,True,31.0
Holly Holm,68.0,135.0,69.0,Southpaw,1981-10-17,http://ufcstats.com/fighter-details/634e2fb70bde3fd5,True,41.0
Rex Holman,75.0,205.0,,Southpaw,,http://ufcstats.com/fighter-details/b5ea750025697880,True,
Joseph Holmes,76.0,185.0,80.0,Orthodox,1995-07-04,http://ufcstats.com/fighter-details/8d20d76af3f213ce,True,27.0
Kurt Holobaugh,71.0,155.0,70.0,Orthodox,1986-09-08,http://ufcstats.com/fighter-details/a7151778b3381036,True,36.0
Paddy Holohan,70.0,125.0,69.0,Orthodox,1988-05-03,http://ufcstats.com/fighter-details/6e7c758f5cdec01a,True,34.0
Mark Holst,72.0,155.0,,Orthodox,1985-08-14,http://ufcstats.com/fighter-details/c11f50e9c1513ce9,True,37.0
Scott Holtzman,69.0,155.0,69.0,Orthodox,1983-09-30,http://ufcstats.com/fighter-details/df1eb4354d18a906,True,39.0
Sabah Homasi,72.0,170.0,72.0,Orthodox,1988-10-19,http://ufcstats.com/fighter-details/71f048adbfed5b49,True,34.0
Mark Hominick,68.0,145.0,68.0,Orthodox,1982-07-22,http://ufcstats.com/fighter-details/0a97691039c4bbfb,True,40.0
Barb Honchak,64.0,125.0,65.0,Orthodox,1979-08-30,http://ufcstats.com/fighter-details/472f6f6e6d962f40,True,43.0
Satoshi Honma,73.0,205.0,,Orthodox,1968-05-19,http://ufcstats.com/fighter-details/d2b1c1317a39f6c6,True,54.0
David Hood,72.0,200.0,,,,http://ufcstats.com/fighter-details/5af480a3b2e1726b,True,
Dan Hooker,72.0,145.0,75.0,Switch,1990-02-13,http://ufcstats.com/fighter-details/193b9d1858bc4df3,True,32.0
Chase Hooper,73.0,145.0,74.0,Southpaw,1999-09-13,http://ufcstats.com/fighter-details/971246648e162f0d,True,23.0
Darrell Horcher,70.0,155.0,70.0,Southpaw,1987-07-28,http://ufcstats.com/fighter-details/18e8b7070228e728,True,35.0
Moti Horenstein,76.0,230.0,,Orthodox,,http://ufcstats.com/fighter-details/baf942f4bcb09894,True,
Yoshinori Horie,68.0,145.0,70.0,Orthodox,1995-05-10,http://ufcstats.com/fighter-details/3fa7688bfe48a493,True,27.0
Kyoji Horiguchi,65.0,125.0,66.0,Orthodox,1990-10-12,http://ufcstats.com/fighter-details/98aa60cf58071fd6,True,32.0
Jeremy Horn,73.0,185.0,74.0,Orthodox,1975-08-25,http://ufcstats.com/fighter-details/8d26912cd2aeb366,True,47.0
Matt Horwich,73.0,185.0,,Orthodox,1978-10-02,http://ufcstats.com/fighter-details/049d698d773eb3e1,True,44.0
Saeed Hosseini,,,,,,http://ufcstats.com/fighter-details/21f2974fd08085e3,True,
Jeff Hougland,67.0,135.0,68.0,Orthodox,1978-08-02,http://ufcstats.com/fighter-details/97a8f39186f489db,True,44.0
Brian Houston,74.0,185.0,,Orthodox,1981-04-26,http://ufcstats.com/fighter-details/36fbaa49a09ff997,True,41.0
Harold Howard,74.0,240.0,,Orthodox,,http://ufcstats.com/fighter-details/a2b06ca02bca14c0,True,
John Howard,67.0,170.0,72.0,Orthodox,1983-03-01,http://ufcstats.com/fighter-details/fc31f896cde2bc2e,True,39.0
Shane Howell,68.0,125.0,,Orthodox,1983-11-28,http://ufcstats.com/fighter-details/a7de976620f2ed13,True,39.0
Hu Yaozong,75.0,185.0,72.0,Orthodox,1995-04-07,http://ufcstats.com/fighter-details/f1175ea3aafbf351,True,27.0
Carlos Huachin,64.0,135.0,67.0,Southpaw,1996-06-04,http://ufcstats.com/fighter-details/225def29ecfe0fc1,True,26.0
Austin Hubbard,70.0,155.0,71.0,Orthodox,1991-12-22,http://ufcstats.com/fighter-details/d2cd7a69cc55e7ed,True,31.0
Roger Huerta,69.0,155.0,70.0,Orthodox,1983-05-20,http://ufcstats.com/fighter-details/daf1b84aebd6602b,True,39.0
Matt Hughes,69.0,170.0,73.0,Switch,1973-10-13,http://ufcstats.com/fighter-details/621a6c59f88a44fe,True,49.0
Mark Hughes,69.0,205.0,,Southpaw,1973-10-13,http://ufcstats.com/fighter-details/d62bb4d84a7267ba,True,49.0
Jeff Hughes,74.0,250.0,77.0,Orthodox,1988-05-17,http://ufcstats.com/fighter-details/6a11e325aa60ad02,True,34.0
Sam Hughes,65.0,115.0,64.0,Orthodox,1992-06-28,http://ufcstats.com/fighter-details/e94085e821bd81de,True,30.0
Harry Hunsucker,74.0,241.0,75.0,Orthodox,1989-01-03,http://ufcstats.com/fighter-details/f703250471acaf96,True,34.0
Mark Hunt,70.0,265.0,72.0,Orthodox,1974-03-23,http://ufcstats.com/fighter-details/eef9b891edbd4604,True,48.0
Alex Hunter,69.0,226.0,,Orthodox,,http://ufcstats.com/fighter-details/baa5358456803df8,True,
Solomon Hutcherson,71.0,185.0,,Southpaw,1972-08-31,http://ufcstats.com/fighter-details/155bfc7ed36622df,True,50.0
Al Iaquinta,70.0,155.0,70.0,Orthodox,1987-04-30,http://ufcstats.com/fighter-details/59279a7c978f7da0,True,35.0
Khadis Ibragimov,75.0,205.0,78.0,Orthodox,1995-05-21,http://ufcstats.com/fighter-details/c3218c810959d279,True,27.0
Minoki Ichihara,67.0,178.0,,Orthodox,,http://ufcstats.com/fighter-details/4565d435005319c0,True,
Dan Ige,67.0,145.0,71.0,Orthodox,1991-08-06,http://ufcstats.com/fighter-details/82a5152216251682,True,31.0
Valeri Ignatov,69.0,170.0,,Orthodox,,http://ufcstats.com/fighter-details/7b6ce3a9460565b5,True,
Fabiano Iha,68.0,155.0,,Orthodox,1970-07-28,http://ufcstats.com/fighter-details/263ebd4a669e1e98,True,52.0
Zelim Imadaev,72.0,170.0,76.0,Orthodox,1995-01-25,http://ufcstats.com/fighter-details/7f0f171414d0a287,True,28.0
Nassourdine Imavov,75.0,185.0,75.0,Orthodox,1995-03-01,http://ufcstats.com/fighter-details/881bf86d4cba8578,True,27.0
Brad Imes,79.0,265.0,,Orthodox,1977-03-13,http://ufcstats.com/fighter-details/4908c5ee68a50ee5,True,45.0
Chris Indich,70.0,170.0,,,1987-04-22,http://ufcstats.com/fighter-details/d5b7fac960e58920,True,35.0
Guto Inocente,75.0,205.0,,Orthodox,1986-05-29,http://ufcstats.com/fighter-details/e7fe5315b1efeb92,True,36.0
Enson Inoue,70.0,210.0,,Orthodox,1967-04-15,http://ufcstats.com/fighter-details/0cf935519d439ba6,True,55.0
Naoki Inoue,69.0,125.0,71.0,Orthodox,1997-06-14,http://ufcstats.com/fighter-details/199eb7cf6ae90294,True,25.0
Inoue Mizuki,63.0,125.0,65.0,Orthodox,1994-08-19,http://ufcstats.com/fighter-details/43a59ce3bb40449e,True,28.0
James Irvin,74.0,205.0,75.0,Orthodox,1978-09-12,http://ufcstats.com/fighter-details/a7f4d0902bb64092,True,44.0
Teruto Ishihara,67.0,135.0,69.0,Southpaw,1991-07-23,http://ufcstats.com/fighter-details/88cd34d836b4ebcd,True,31.0
Damir Ismagulov,70.0,155.0,74.0,Orthodox,1991-02-03,http://ufcstats.com/fighter-details/135d124172a0bea3,True,31.0
Wallid Ismail,67.0,205.0,,Orthodox,1968-02-23,http://ufcstats.com/fighter-details/da6dfd09cca1d705,True,54.0
Leandro Issa,67.0,135.0,69.0,Orthodox,1983-09-19,http://ufcstats.com/fighter-details/d1e1fdcea7c8a90a,True,39.0
Blagoy Ivanov,71.0,250.0,73.0,Southpaw,1986-10-09,http://ufcstats.com/fighter-details/1788eee370f077b7,True,36.0
Anthony Ivy,74.0,185.0,74.0,Orthodox,1990-01-23,http://ufcstats.com/fighter-details/3c5005b66696d790,True,33.0
Yoislandy Izquierdo,71.0,155.0,,Southpaw,1984-01-09,http://ufcstats.com/fighter-details/afc2a7ce0c763bd5,True,39.0
Yves Jabouin,67.0,135.0,68.0,Orthodox,1979-05-30,http://ufcstats.com/fighter-details/b4eeac608fc82f88,True,43.0
Kevin Jackson,70.0,199.0,,Switch,,http://ufcstats.com/fighter-details/13b2f59210dda9cc,True,
Eugene Jackson,68.0,185.0,,Orthodox,1966-09-23,http://ufcstats.com/fighter-details/ce783bf73b5131f9,True,56.0
Quinton Jackson,73.0,205.0,73.0,Orthodox,1978-06-20,http://ufcstats.com/fighter-details/ffc088e64fab57e9,True,44.0
Jeremy Jackson,70.0,170.0,,Orthodox,1982-09-19,http://ufcstats.com/fighter-details/ad32471f01e7b1a5,True,40.0
Damon Jackson,71.0,145.0,71.0,Switch,1988-08-08,http://ufcstats.com/fighter-details/29af297d9f1de0f8,True,34.0
Mike Jackson,74.0,170.0,,Orthodox,1985-03-22,http://ufcstats.com/fighter-details/0641c21bec209472,True,37.0
Montel Jackson,70.0,135.0,75.0,Southpaw,1992-04-24,http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d,True,30.0
Dustin Jacoby,75.0,205.0,76.0,Orthodox,1988-04-04,http://ufcstats.com/fighter-details/e4277e87a789d687,True,34.0
Justin James,70.0,155.0,,Orthodox,1976-11-08,http://ufcstats.com/fighter-details/1ea8df62b3f8fea6,True,46.0
Virna Jandiroba,63.0,115.0,64.0,Orthodox,1988-05-30,http://ufcstats.com/fighter-details/7dda2cf308f24a02,True,34.0
Ryan Janes,75.0,185.0,76.0,Orthodox,1981-08-22,http://ufcstats.com/fighter-details/b59037262c8fe060,True,41.0
Keith Jardine,74.0,185.0,76.0,Orthodox,1975-10-31,http://ufcstats.com/fighter-details/b9d0fd83bb8a147a,True,47.0
Brock Jardine,71.0,170.0,,Orthodox,1985-07-10,http://ufcstats.com/fighter-details/64959f90b6dd9759,True,37.0
Rony Jason,67.0,145.0,73.0,Orthodox,1984-03-21,http://ufcstats.com/fighter-details/b71ce838b01f2cad,True,38.0
Jasmine Jasudavicius,67.0,125.0,68.0,Orthodox,1989-03-01,http://ufcstats.com/fighter-details/a9e260472d321361,True,33.0
Justin Jaynes,67.0,145.0,68.0,Orthodox,1989-08-10,http://ufcstats.com/fighter-details/304a21d0595e1a08,True,33.0
Joanna Jedrzejczyk,66.0,115.0,65.0,Orthodox,1987-08-18,http://ufcstats.com/fighter-details/3d6749c4267da18f,True,35.0
Brandon Jenkins,72.0,155.0,71.0,Switch,1991-09-30,http://ufcstats.com/fighter-details/6a8928652fc01bee,True,31.0
Steve Jennum,70.0,215.0,,Orthodox,,http://ufcstats.com/fighter-details/ad047e3073a775f3,True,
Ryan Jensen,73.0,185.0,76.0,Orthodox,1977-09-20,http://ufcstats.com/fighter-details/aae99701b21554e4,True,45.0
Chan-Mi Jeon,65.0,115.0,,Orthodox,1997-08-28,http://ufcstats.com/fighter-details/24174a3f44ce8e03,True,25.0
Maciej Jewtuszko,72.0,155.0,,Southpaw,1981-01-31,http://ufcstats.com/fighter-details/6b5b9be990774f0e,True,41.0
Ronald Jhun,71.0,170.0,,Orthodox,1970-09-21,http://ufcstats.com/fighter-details/b9e871af730f826c,True,52.0
Ryan Jimmo,73.0,205.0,73.0,Orthodox,1981-11-27,http://ufcstats.com/fighter-details/bc3ec52ef70fc155,True,41.0
Sung Bin Jo,72.0,145.0,72.0,Orthodox,1992-07-17,http://ufcstats.com/fighter-details/6e0e977beb909837,True,30.0
Carls John De Tomas,65.0,125.0,71.0,Southpaw,1996-08-28,http://ufcstats.com/fighter-details/2a4200ead401a9ce,True,26.0
Phil Johns,62.0,170.0,,Southpaw,1968-10-22,http://ufcstats.com/fighter-details/a8fa0c4e95512806,True,54.0
Brett Johns,67.0,135.0,71.0,Orthodox,1992-02-21,http://ufcstats.com/fighter-details/ec52462a1b41f714,True,30.0
Miles Johns,67.0,135.0,66.0,Orthodox,1994-03-30,http://ufcstats.com/fighter-details/46e0d677f91bacc0,True,28.0
Anthony Johnson,74.0,205.0,78.0,Orthodox,1984-03-06,http://ufcstats.com/fighter-details/365fee2da473b177,True,38.0
DaMarques Johnson,73.0,170.0,75.0,Orthodox,1982-06-28,http://ufcstats.com/fighter-details/322a56923b396b4d,True,40.0
Lavar Johnson,76.0,240.0,82.0,Orthodox,1977-06-11,http://ufcstats.com/fighter-details/e6c5908910cc26e4,True,45.0
Demetrious Johnson,63.0,125.0,66.0,Orthodox,1986-08-13,http://ufcstats.com/fighter-details/8a304bfd6bf04a57,True,36.0
Michael Johnson,70.0,155.0,73.0,Southpaw,1986-06-04,http://ufcstats.com/fighter-details/511e82663651438d,True,36.0
Kajan Johnson,71.0,155.0,75.0,Orthodox,1984-04-21,http://ufcstats.com/fighter-details/633a45d131192ffe,True,38.0
Dashon Johnson,67.0,145.0,,Orthodox,1988-01-25,http://ufcstats.com/fighter-details/36207c58e854cae5,True,35.0
Timothy Johnson,75.0,265.0,77.0,Southpaw,1985-03-13,http://ufcstats.com/fighter-details/cc900af167fbedfd,True,37.0
Jordan Johnson,74.0,205.0,79.0,Orthodox,1988-11-18,http://ufcstats.com/fighter-details/99bcdf5eac39898f,True,34.0
Brian Johnston,75.0,230.0,,Orthodox,,http://ufcstats.com/fighter-details/1c3f5e85b59ec710,True,
Liana Jojua,64.0,125.0,62.0,Orthodox,1995-03-22,http://ufcstats.com/fighter-details/eebc23626e38f5dc,True,27.0
Daniel Jolly,73.0,205.0,75.0,Orthodox,1984-09-03,http://ufcstats.com/fighter-details/eeabcd4dc6619129,True,38.0
Paul Jones,69.0,199.0,,Orthodox,1963-06-16,http://ufcstats.com/fighter-details/f341f9551ba744e2,True,59.0
Jon Jones,76.0,205.0,84.0,Orthodox,1987-07-19,http://ufcstats.com/fighter-details/07f72a2a7591b409,True,35.0
Marcus Jones,78.0,265.0,,Orthodox,1973-08-15,http://ufcstats.com/fighter-details/8fa2b06572365321,True,49.0
Justin Jones,71.0,185.0,,Orthodox,1987-09-06,http://ufcstats.com/fighter-details/9b75954db8db2a08,True,35.0
Trevin Jones,67.0,135.0,70.0,Southpaw,1990-08-04,http://ufcstats.com/fighter-details/ec23c1be628d8057,True,32.0
Mason Jones,70.0,155.0,74.0,Orthodox,1995-04-26,http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d,True,27.0
Jocelyn Jones-Lybarger,67.0,115.0,64.0,Orthodox,1985-10-04,http://ufcstats.com/fighter-details/1a98c9dbb7fc3959,True,37.0
Kevin Jordan,75.0,245.0,,Orthodox,1970-12-31,http://ufcstats.com/fighter-details/02e52b3a595f0786,True,52.0
Joe Jordan,66.0,155.0,,Orthodox,1978-07-27,http://ufcstats.com/fighter-details/712c4db78b9373d1,True,44.0
Shawn Jordan,72.0,260.0,75.0,Southpaw,1984-10-21,http://ufcstats.com/fighter-details/ca2efc9d7d523c43,True,38.0
Ivan Jorge,69.0,155.0,73.0,Orthodox,1980-11-07,http://ufcstats.com/fighter-details/19db7ac26308178f,True,42.0
Scott Jorgensen,65.0,135.0,66.0,Orthodox,1982-09-17,http://ufcstats.com/fighter-details/0b64d0fed453ef7f,True,40.0
Jeff Joslin,72.0,170.0,,Orthodox,1975-04-30,http://ufcstats.com/fighter-details/388abbf8832b5adf,True,47.0
Krzysztof Jotko,73.0,185.0,77.0,Southpaw,1989-08-19,http://ufcstats.com/fighter-details/4e06913c91da5200,True,33.0
Alan Jouban,72.0,170.0,73.0,Southpaw,1981-11-25,http://ufcstats.com/fighter-details/cf65d56b0755ed3b,True,41.0
Charles Jourdain,69.0,145.0,69.0,Switch,1995-11-27,http://ufcstats.com/fighter-details/f1d64ae34e088832,True,27.0
Steve Judson,71.0,230.0,,Orthodox,,http://ufcstats.com/fighter-details/6ece1d2ab1bed31d,True,
Luke Jumeau,71.0,170.0,72.0,Orthodox,1988-02-12,http://ufcstats.com/fighter-details/4c288a2b250bb576,True,34.0
Chan Sung Jung,67.0,145.0,72.0,Orthodox,1987-03-17,http://ufcstats.com/fighter-details/c451d67c09c55418,True,35.0
Da-Un Jung,76.0,205.0,78.0,Orthodox,1993-12-07,http://ufcstats.com/fighter-details/74f9448b97bf8bec,True,29.0
Scott Junk,73.0,265.0,,Orthodox,1978-12-17,http://ufcstats.com/fighter-details/ac70a4f1db1b8c40,True,44.0
Myles Jury,70.0,145.0,73.0,Orthodox,1988-10-31,http://ufcstats.com/fighter-details/08e908ed6d18d6a0,True,34.0
Cristiane Justino,68.0,145.0,68.0,Orthodox,1985-07-09,http://ufcstats.com/fighter-details/634bb0de2eb043b4,True,37.0
Emily Kagan,63.0,115.0,,,1981-07-14,http://ufcstats.com/fighter-details/c1ea9d56cd953586,True,41.0
Sirwan Kakai,65.0,135.0,,Orthodox,1989-10-03,http://ufcstats.com/fighter-details/2525a853486ee670,True,33.0
Saidyokub Kakhramonov,68.0,135.0,69.0,Orthodox,1995-11-14,http://ufcstats.com/fighter-details/50a28b9f8314e008,True,27.0
Geza Kalman,73.0,200.0,,,,http://ufcstats.com/fighter-details/304fcd812f12c589,True,
Kai Kamaka,67.0,145.0,69.0,Orthodox,1995-01-05,http://ufcstats.com/fighter-details/eee0ef3e2b14816b,True,28.0
Martin Kampmann,72.0,170.0,72.0,Orthodox,1982-04-17,http://ufcstats.com/fighter-details/8b69839f3555a67b,True,40.0
Bharat Kandare,67.0,135.0,72.0,Orthodox,1987-06-20,http://ufcstats.com/fighter-details/efd2b3e9bb7965a4,True,35.0
Masanori Kanehara,67.0,135.0,67.0,Orthodox,1982-11-19,http://ufcstats.com/fighter-details/f3a078277b3b8ff4,True,40.0
Denis Kang,71.0,185.0,77.0,Orthodox,1977-09-17,http://ufcstats.com/fighter-details/3c241737a6069b9f,True,45.0
Kyung Ho Kang,69.0,135.0,73.0,Orthodox,1987-09-09,http://ufcstats.com/fighter-details/a7897d200692ab64,True,35.0
Manel Kape,65.0,125.0,68.0,Southpaw,1993-11-14,http://ufcstats.com/fighter-details/5d1b7e3dd9e11074,True,29.0
David Kaplan,67.0,155.0,,Orthodox,1979-11-16,http://ufcstats.com/fighter-details/5669b828e7e11329,True,43.0
Kai Kara-France,64.0,125.0,69.0,Orthodox,1993-03-26,http://ufcstats.com/fighter-details/853eb0dd5c0e2149,True,29.0
Alex Karalexis,68.0,155.0,66.0,Orthodox,1977-09-20,http://ufcstats.com/fighter-details/e361e5c858af6ff1,True,45.0
Impa Kasanganay,71.0,170.0,75.0,Orthodox,1994-01-17,http://ufcstats.com/fighter-details/257b0c8d6f199895,True,29.0
Nadia Kassem,65.0,125.0,66.0,Southpaw,1995-11-15,http://ufcstats.com/fighter-details/6e7506127408aa9e,True,27.0
Yusuke Kasuya,67.0,155.0,,Southpaw,1989-11-16,http://ufcstats.com/fighter-details/3058888c33149a53,True,33.0
Brad Katona,66.0,135.0,64.0,Orthodox,1991-12-19,http://ufcstats.com/fighter-details/7b433309b0fd12aa,True,31.0
Calvin Kattar,71.0,145.0,72.0,Orthodox,1988-03-26,http://ufcstats.com/fighter-details/751de04455cfaac0,True,34.0
Sarah Kaufman,65.0,135.0,66.0,Orthodox,1985-09-20,http://ufcstats.com/fighter-details/36df8e119aec6175,True,37.0
Tatsuya Kawajiri,67.0,145.0,69.0,Orthodox,1978-05-08,http://ufcstats.com/fighter-details/80d918336163b80c,True,44.0
Julie Kedzie,65.0,135.0,,Orthodox,1981-03-18,http://ufcstats.com/fighter-details/981ab7a0576f76a0,True,41.0
CJ Keith,72.0,155.0,,Orthodox,1986-08-09,http://ufcstats.com/fighter-details/c0eecd851dbf3146,True,36.0
Chris Kelades,67.0,125.0,68.0,Orthodox,1981-02-21,http://ufcstats.com/fighter-details/56c9acc4e86046a2,True,41.0
Brian Kelleher,66.0,135.0,66.0,Switch,1986-08-19,http://ufcstats.com/fighter-details/7be14eaed4c74856,True,36.0
Tony Kelley,69.0,135.0,70.0,Switch,1987-01-21,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2,True,36.0
Paul Kelly,69.0,155.0,70.0,Orthodox,1984-09-12,http://ufcstats.com/fighter-details/aac5ac38148f0528,True,38.0
Daniel Kelly,72.0,185.0,70.0,Southpaw,1977-10-31,http://ufcstats.com/fighter-details/bdcbb976816fd256,True,45.0
Tim Kennedy,71.0,185.0,74.0,Orthodox,1979-09-01,http://ufcstats.com/fighter-details/3c660c90d48fc80d,True,43.0
Steve Kennedy,71.0,170.0,,Orthodox,1983-03-07,http://ufcstats.com/fighter-details/185fb0200a4605e6,True,39.0
Jeremy Kennedy,71.0,145.0,71.0,Orthodox,1992-09-16,http://ufcstats.com/fighter-details/68f6e96c5fa6e044,True,30.0
Casey Kenney,67.0,135.0,68.0,Southpaw,1991-03-20,http://ufcstats.com/fighter-details/e7bba7ce4d6c7b07,True,31.0
